,ip.src,pkt_count,pkt_length,tcp_perc,udp_perc,icmp_perc,ratio_comm,type,device_type
640,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
641,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
642,192.168.1.163,4,88.5,0,1,0,0.25,5,8
643,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
644,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
645,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
646,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
647,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
648,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
649,192.168.1.163,4,88.5,0,1,0,0.25,5,8
650,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
651,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
652,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
653,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
654,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
655,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
656,192.168.1.163,4,88.5,0,1,0,0.25,5,8
657,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
658,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
659,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
660,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
661,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
662,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
663,192.168.1.163,4,88.5,0,1,0,0.25,5,8
664,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
665,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
666,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
667,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
668,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
669,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
670,192.168.1.163,4,88.5,0,1,0,0.25,5,8
671,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
672,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
673,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
674,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
675,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
676,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
677,192.168.1.163,4,88.5,0,1,0,0.25,5,8
678,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
679,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
680,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
681,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
682,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
683,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
684,192.168.1.163,4,88.5,0,1,0,0.25,5,8
685,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
686,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
687,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
688,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
689,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
690,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
691,192.168.1.163,4,88.5,0,1,0,0.25,5,8
692,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
693,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
694,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
695,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
696,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
697,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
698,192.168.1.163,4,88.5,0,1,0,0.25,5,8
699,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
700,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
701,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
702,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
703,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
704,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
705,192.168.1.163,4,88.5,0,1,0,0.25,5,8
706,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
707,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
708,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
709,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
710,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
711,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
712,192.168.1.163,4,88.5,0,1,0,0.25,5,8
713,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
714,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
715,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
716,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
717,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
718,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
719,192.168.1.163,4,88.5,0,1,0,0.25,5,8
720,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
721,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
722,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
723,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
724,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
725,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
726,192.168.1.163,4,88.5,0,1,0,0.25,5,8
727,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
728,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
729,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
730,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
731,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
732,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
733,192.168.1.163,4,88.5,0,1,0,0.25,5,8
734,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
735,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
736,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
737,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
738,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
739,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
740,192.168.1.163,4,88.5,0,1,0,0.25,5,8
741,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
742,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
743,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
744,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
745,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
746,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
747,192.168.1.163,4,88.5,0,1,0,0.25,5,8
748,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
749,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
750,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
751,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
752,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
753,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
754,192.168.1.163,4,88.5,0,1,0,0.25,5,8
755,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
756,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
757,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
758,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
759,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
760,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
761,192.168.1.163,4,88.5,0,1,0,0.25,5,8
762,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
763,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
764,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
765,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
766,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
767,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
768,192.168.1.163,4,88.5,0,1,0,0.25,5,8
769,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
770,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
771,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
772,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
773,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
774,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
775,192.168.1.163,4,88.5,0,1,0,0.25,5,8
776,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
777,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
778,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
779,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
780,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
781,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
782,192.168.1.163,4,88.5,0,1,0,0.25,5,8
783,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
784,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
785,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
786,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
787,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
788,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
789,192.168.1.163,4,88.5,0,1,0,0.25,5,8
790,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
791,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
792,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
793,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
794,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
795,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
796,192.168.1.163,4,88.5,0,1,0,0.25,5,8
797,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
798,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
799,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
800,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
801,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
802,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
803,192.168.1.163,4,88.5,0,1,0,0.25,5,8
804,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
805,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
806,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
807,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
808,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
809,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
810,192.168.1.163,4,88.5,0,1,0,0.25,5,8
811,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
812,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
813,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
814,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
815,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
816,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
817,192.168.1.163,4,88.5,0,1,0,0.25,5,8
818,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
819,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
820,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
821,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
822,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
823,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
824,192.168.1.163,4,88.5,0,1,0,0.25,5,8
825,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
826,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
827,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
828,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
829,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
830,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
831,192.168.1.163,4,88.5,0,1,0,0.25,5,8
832,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
833,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
834,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
835,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
836,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
837,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
838,192.168.1.163,4,88.5,0,1,0,0.25,5,8
839,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
840,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
841,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
842,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
843,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
844,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
845,192.168.1.163,4,88.5,0,1,0,0.25,5,8
846,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
847,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
848,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
849,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
850,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
851,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
852,192.168.1.163,4,88.5,0,1,0,0.25,5,8
853,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
854,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
855,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
856,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
857,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
858,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
859,192.168.1.163,4,88.5,0,1,0,0.25,5,8
860,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
861,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
862,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
863,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
864,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
865,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
866,192.168.1.163,4,88.5,0,1,0,0.25,5,8
867,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
868,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
869,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
870,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
871,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
872,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
873,192.168.1.163,4,88.5,0,1,0,0.25,5,8
874,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
875,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
876,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
877,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
878,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
879,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
880,192.168.1.163,4,88.5,0,1,0,0.25,5,8
881,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
882,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
883,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
884,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
885,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
886,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
887,192.168.1.163,4,88.5,0,1,0,0.25,5,8
888,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
889,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
890,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
891,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
892,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
893,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
894,192.168.1.163,4,88.5,0,1,0,0.25,5,8
895,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
896,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
897,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
898,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
899,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
900,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
901,192.168.1.163,4,88.5,0,1,0,0.25,5,8
902,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
903,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
904,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
905,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
906,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
907,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
908,192.168.1.163,4,88.5,0,1,0,0.25,5,8
909,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
910,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
911,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
912,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
913,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
914,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
915,192.168.1.163,4,88.5,0,1,0,0.25,5,8
916,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
917,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
918,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
919,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
920,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
921,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
922,192.168.1.163,4,88.5,0,1,0,0.25,5,8
923,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
924,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
925,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
926,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
927,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
928,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
929,192.168.1.163,4,88.5,0,1,0,0.25,5,8
930,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
931,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
932,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
933,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
934,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
935,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
936,192.168.1.163,4,88.5,0,1,0,0.25,5,8
937,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
938,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
939,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
940,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
941,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
942,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
943,192.168.1.163,4,88.5,0,1,0,0.25,5,8
944,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
945,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
946,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
947,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
948,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
949,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
950,192.168.1.163,4,88.5,0,1,0,0.25,5,8
951,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
952,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
953,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
954,192.168.1.129,67,284.3880597,0.447761194,0.5223880597,0,0.07462686567,3,6
955,192.168.1.239,19,139.2631579,0.5789473684,0.4210526316,0,0.1578947368,4,7
956,192.168.1.119,75,314.7866667,0.5066666667,0.3866666667,0.1066666667,0.1066666667,5,9
957,192.168.1.163,4,88.5,0,1,0,0.25,5,8
958,192.168.1.118,7,101.2857143,0.1428571429,0.8571428571,0,0.2857142857,3,10
959,192.168.1.165,339,118.1238938,0.1120943953,0.8879056047,0,0.02949852507,1,1
960,192.168.1.248,54,372.4259259,0.5740740741,0.4259259259,0,0.07407407407,2,3
